index,period,attendances,breaches
989,2017-01-01,6687,1651
990,2017-01-01,3429,403
991,2017-01-01,3561,0
992,2017-01-01,122,0
993,2017-01-01,2445,37
994,2017-01-01,10450,1833
995,2017-01-01,1643,0
996,2017-01-01,520,0
997,2017-01-01,7728,1634
998,2017-01-01,236,0
999,2017-01-01,5315,653
1000,2017-01-01,1285,0
1001,2017-01-01,8906,2966
1002,2017-01-01,816,0
1003,2017-01-01,1585,12
1004,2017-01-01,837,3
1005,2017-01-01,9158,1209
1006,2017-01-01,1247,11
1007,2017-01-01,5580,1366
1008,2017-01-01,1345,13
1009,2017-01-01,7798,757
1010,2017-01-01,602,0
1011,2017-01-01,5570,767
1012,2017-01-01,5818,1763
1013,2017-01-01,936,14
1014,2017-01-01,3550,581
1015,2017-01-01,282,0
1016,2017-01-01,1333,0
1017,2017-01-01,6219,14
1018,2017-01-01,1131,0
1019,2017-01-01,4541,2
1020,2017-01-01,1838,6
1021,2017-01-01,4396,36
1022,2017-01-01,7711,1004
1023,2017-01-01,8135,145
1024,2017-01-01,5198,453
1025,2017-01-01,146,0
1026,2017-01-01,5994,665
1027,2017-01-01,1320,3
1028,2017-01-01,5863,1088
1029,2017-01-01,2460,0
1030,2017-01-01,8230,1472
1031,2017-01-01,1351,23
1032,2017-01-01,8566,1985
1033,2017-01-01,1668,24
1034,2017-01-01,10512,1030
1035,2017-01-01,1053,2
1036,2017-01-01,4073,1471
1037,2017-01-01,2600,7
1038,2017-01-01,2016,0
1039,2017-01-01,3051,13
1040,2017-01-01,1257,3
1041,2017-01-01,3812,162
1042,2016-12-01,21096,3929
1043,2016-12-01,560,1
1044,2016-12-01,3383,13
1045,2016-12-01,29522,7298
1046,2016-12-01,594,0
1047,2016-12-01,11112,116
1048,2016-12-01,4435,1
1049,2016-12-01,18545,273
1050,2016-12-01,16931,2675
1051,2016-12-01,7679,131
1052,2016-12-01,6551,1483
1053,2016-12-01,3826,86
1054,2016-12-01,1244,0
1055,2016-12-01,2777,0
1056,2016-12-01,12585,768
1057,2016-12-01,383,0
1058,2016-12-01,12254,1716
1059,2016-12-01,671,0
1060,2016-12-01,2621,6
1061,2016-12-01,3690,0
1062,2016-12-01,10278,642
1063,2016-12-01,4668,0
1064,2016-12-01,9996,3530
1065,2016-12-01,3472,14
1066,2016-12-01,10846,217
1067,2016-12-01,17326,5682
1068,2016-12-01,1914,3
1069,2016-12-01,5066,275
1070,2016-12-01,9191,1417
1071,2016-12-01,888,0
1072,2016-12-01,18393,4254
1073,2016-12-01,5750,289
1074,2016-12-01,12163,5392
1075,2016-12-01,17439,228
1076,2016-12-01,7183,46
1077,2016-12-01,4404,62
1078,2016-12-01,14918,3078
1079,2016-12-01,758,0
1080,2016-12-01,390,0
1081,2016-12-01,486,0
1082,2016-12-01,19157,3695
1083,2016-12-01,3329,1
1084,2016-12-01,1997,0
1085,2016-12-01,12785,1537
1086,2016-12-01,1364,0
1087,2016-12-01,2491,0
1088,2016-12-01,5868,2777
1089,2016-12-01,7993,23
1090,2016-12-01,3212,0
1091,2016-12-01,3847,0
1092,2016-12-01,8238,1169
1093,2016-12-01,11196,1565
1094,2016-12-01,10188,0
1095,2016-12-01,2474,0
1096,2016-12-01,5021,0
1097,2016-12-01,11910,1316
1098,2016-12-01,6147,614
1099,2016-12-01,3324,0
1100,2016-12-01,5297,368
1101,2016-12-01,5228,1190
1102,2016-12-01,4045,0
1103,2016-12-01,9127,2262
1104,2016-12-01,2957,0
1105,2016-12-01,6708,1247
1106,2016-12-01,2224,6
1107,2016-12-01,7272,2135
1108,2016-12-01,6132,16
1109,2016-12-01,11375,2504
1110,2016-12-01,4664,39
1111,2016-12-01,4694,0
1112,2016-12-01,1995,0
1113,2016-12-01,9048,1983
1114,2016-12-01,4540,2
1115,2016-12-01,274,0
1116,2016-12-01,508,0
1117,2016-12-01,6396,1119
1118,2016-12-01,2257,0
1119,2016-12-01,1494,0
1120,2016-12-01,18850,4047
1121,2016-12-01,3275,38
1122,2016-12-01,719,1
1123,2016-12-01,3574,1007
1124,2016-12-01,7206,692
1125,2016-12-01,394,0
1126,2016-12-01,6005,616
1127,2016-12-01,124,0
1128,2016-12-01,7469,1546
1129,2016-12-01,317,0
1130,2016-12-01,13131,99
1131,2016-12-01,3650,125
1132,2016-12-01,8572,171
1133,2016-12-01,4206,0
1134,2016-12-01,384,0
1135,2016-12-01,656,1
1136,2016-12-01,617,6
1137,2016-12-01,7412,1471
1138,2016-12-01,517,19
1139,2016-12-01,7931,1585
1140,2016-12-01,5165,6
1141,2016-12-01,4210,0
1142,2016-12-01,9632,2151
1143,2016-12-01,770,0
1144,2016-12-01,5198,0
1145,2016-12-01,8206,2454
1146,2016-12-01,598,1
1147,2016-12-01,8679,1596
1148,2016-12-01,875,4
1149,2016-12-01,5609,0
1150,2016-12-01,5102,265
1151,2016-12-01,14569,3901
1152,2016-12-01,1295,51
1153,2016-12-01,191,3
1154,2016-12-01,3145,9
1155,2016-12-01,200,0
1156,2016-12-01,327,0
1157,2016-12-01,2405,0
1158,2016-12-01,13578,3319
1159,2016-12-01,1945,5
1160,2016-12-01,2886,0
1161,2016-12-01,8466,722
1162,2016-12-01,4194,31
1163,2016-12-01,9667,2523
1164,2016-12-01,1812,0
1165,2016-12-01,400,0
1166,2016-12-01,1592,2
1167,2016-12-01,5884,0
1168,2016-12-01,5226,393
1169,2016-12-01,535,0
1170,2016-12-01,8375,2252
1171,2016-12-01,4191,0
1172,2016-12-01,8720,1495
1173,2016-12-01,7491,0
1174,2016-12-01,8432,2584
1175,2016-12-01,4970,348
1176,2016-12-01,10541,1591
1177,2016-12-01,9089,83
1178,2016-12-01,12617,2837
1179,2016-12-01,9449,2179
1180,2016-12-01,11507,3100
1181,2016-12-01,1655,21
1182,2016-12-01,2115,5
1183,2016-12-01,12221,4881
1184,2016-12-01,1569,13
1185,2016-12-01,6538,79
1186,2016-12-01,14278,5110
1187,2016-12-01,358,0
1188,2016-12-01,4640,23
1189,2016-12-01,6268,2093
1190,2016-12-01,3714,6
1191,2016-12-01,3932,0
1192,2016-12-01,8117,2452
1193,2016-12-01,3422,22
1194,2016-12-01,5511,744
1195,2016-12-01,9735,3568
1196,2016-12-01,4690,0
1197,2016-12-01,762,0
1198,2016-12-01,4490,1318
1199,2016-12-01,3104,0
1200,2016-12-01,6945,2918
1201,2016-12-01,6981,0
1202,2016-12-01,5335,694
1203,2016-12-01,5230,402
1204,2016-12-01,6980,1149
1205,2016-12-01,6902,2690
1206,2016-12-01,9193,0
1207,2016-12-01,8874,1959
1208,2016-12-01,557,3
1209,2016-12-01,11737,2104
1210,2016-12-01,1105,1
1211,2016-12-01,7326,79
1212,2016-12-01,12735,957
1213,2016-12-01,4299,7
1214,2016-12-01,12681,2380
1215,2016-12-01,3236,1
1216,2016-12-01,9451,32
1217,2016-12-01,8164,1090
1218,2016-12-01,2076,15
1219,2016-12-01,2569,4
1220,2016-12-01,5912,1152
1221,2016-12-01,649,3
1222,2016-12-01,10593,2360
1223,2016-12-01,11923,0
1224,2016-12-01,1019,11
1225,2016-12-01,10927,1811
1226,2016-12-01,2569,0
1227,2016-12-01,4153,884
1228,2016-12-01,227,0
1229,2016-12-01,9428,3024
1230,2016-12-01,5933,469
1231,2016-12-01,67,0
1232,2016-12-01,7549,504
1233,2016-12-01,2398,11
1234,2016-12-01,4065,363
1235,2016-12-01,769,0
1236,2016-12-01,10770,1504
1237,2016-12-01,1108,4
1238,2016-12-01,1322,2
1239,2016-12-01,7640,2308
1240,2016-12-01,3286,94
1241,2016-12-01,1846,0
1242,2016-12-01,17763,4275
1243,2016-12-01,1746,0
1244,2016-12-01,4112,0
1245,2016-12-01,2356,0
1246,2016-12-01,1015,47
1247,2016-12-01,3549,0
1248,2016-12-01,5284,752
1249,2016-12-01,1721,1
1250,2016-12-01,19596,4516
1251,2016-12-01,7406,1053
1252,2016-12-01,5811,658
1253,2016-12-01,1269,0
1254,2016-12-01,1813,0
1255,2016-12-01,6720,14
1256,2016-12-01,10790,2115
1257,2016-12-01,1259,1
1258,2016-12-01,8620,2083
1259,2016-12-01,7821,56
1260,2016-12-01,22409,5784
1261,2016-12-01,4272,147
1262,2016-12-01,4648,0
1263,2016-12-01,7524,2709
1264,2016-12-01,1537,1
1265,2016-12-01,10044,0
1266,2016-12-01,8662,1413
1267,2016-12-01,5114,177
1268,2016-12-01,9465,3380
1269,2016-12-01,1010,0
1270,2016-12-01,6925,0
1271,2016-12-01,10109,992
1272,2016-12-01,5846,0
1273,2016-12-01,4833,444
1274,2016-12-01,690,5
1275,2016-12-01,6506,1013
1276,2016-12-01,4784,14
1277,2016-12-01,8599,2234
1278,2016-12-01,5411,25
1279,2016-12-01,7897,2414
1280,2016-12-01,7165,1703
1281,2016-12-01,10614,1422
1282,2016-12-01,1596,20
1283,2016-12-01,4499,0
1284,2016-12-01,2572,535
1285,2016-12-01,8542,1389
1286,2016-12-01,7222,1578
1287,2016-12-01,1233,25
1288,2016-12-01,6544,1489
1289,2016-12-01,3638,25
1290,2016-12-01,4519,145
1291,2016-12-01,8142,1819
1292,2016-12-01,2722,127
1293,2016-12-01,1261,0
1294,2016-12-01,7470,1298
1295,2016-12-01,9147,2887
1296,2016-12-01,6267,21
1297,2016-12-01,8574,1661
1298,2016-12-01,1275,0
1299,2016-12-01,3449,0
1300,2016-12-01,3620,0
1301,2016-12-01,5182,0
1302,2016-12-01,2690,4
1303,2016-12-01,12300,2597
1304,2016-12-01,976,0
1305,2016-12-01,4563,45
1306,2016-12-01,7043,1456
1307,2016-12-01,1217,0
1308,2016-12-01,3538,12
1309,2016-12-01,2363,3
1310,2016-12-01,966,0
1311,2016-12-01,7697,27
1312,2016-12-01,8993,2187
1313,2016-12-01,1427,0
1314,2016-12-01,3439,77
1315,2016-12-01,4056,3
1316,2016-12-01,12487,4481
1317,2016-12-01,5004,23
1318,2016-12-01,9136,2055
1319,2016-12-01,796,0
1320,2016-12-01,19713,2228
1321,2016-12-01,5359,24
1322,2016-12-01,10843,2809
1323,2016-12-01,6665,2085
1324,2016-12-01,4992,16
1325,2016-12-01,8976,1391
1326,2016-12-01,997,0
1327,2016-12-01,523,0
1328,2016-12-01,3391,672
1329,2016-12-01,1442,0
1330,2016-12-01,8333,4
1331,2016-12-01,2934,0
1332,2016-12-01,11901,2740
1333,2016-12-01,1751,0
1334,2016-12-01,10002,2640
1335,2016-12-01,6908,1523
1336,2016-12-01,3613,405
1337,2016-12-01,3911,0
1338,2016-12-01,146,0
1339,2016-12-01,2333,68
1340,2016-12-01,10813,1105
1341,2016-12-01,1537,0
1342,2016-12-01,574,0
1343,2016-12-01,7874,1289
1344,2016-12-01,228,0
1345,2016-12-01,5406,567
1346,2016-12-01,1114,0
1347,2016-12-01,9081,3065
1348,2016-12-01,757,4
1349,2016-12-01,1538,0
1350,2016-12-01,817,4
1351,2016-12-01,9238,846
1352,2016-12-01,1207,11
1353,2016-12-01,5840,1324
1354,2016-12-01,1465,21
1355,2016-12-01,8087,677
1356,2016-12-01,602,1
1357,2016-12-01,5975,1051
1358,2016-12-01,6028,993
1359,2016-12-01,1039,5
1360,2016-12-01,3703,433
1361,2016-12-01,215,0
1362,2016-12-01,1484,0
1363,2016-12-01,6487,23
1364,2016-12-01,1216,0
1365,2016-12-01,4108,0
1366,2016-12-01,1764,5
1367,2016-12-01,4647,8
1368,2016-12-01,8662,883
1369,2016-12-01,8251,283
1370,2016-12-01,5388,460
1371,2016-12-01,150,0
1372,2016-12-01,6080,433
1373,2016-12-01,1306,0
1374,2016-12-01,5959,1128
1375,2016-12-01,2460,0
1376,2016-12-01,8467,1280
1377,2016-12-01,1365,7
1378,2016-12-01,9091,2196
1379,2016-12-01,1767,15
1380,2016-12-01,11485,1106
1381,2016-12-01,987,15
1382,2016-12-01,4235,1413
1383,2016-12-01,2826,17
1384,2016-12-01,1886,0
1385,2016-12-01,3358,16
1386,2016-12-01,1141,1
1387,2016-12-01,4082,245
1388,2016-11-01,20117,2612
1389,2016-11-01,647,5
1390,2016-11-01,2954,7
1391,2016-11-01,28843,5298
1392,2016-11-01,662,0
1393,2016-11-01,10435,57
1394,2016-11-01,4047,0
1395,2016-11-01,18478,182
1396,2016-11-01,16478,1985
1397,2016-11-01,7603,107
1398,2016-11-01,6179,1044
1399,2016-11-01,3669,207
1400,2016-11-01,902,0
1401,2016-11-01,2701,0
1402,2016-11-01,12294,562
1403,2016-11-01,417,0
1404,2016-11-01,12129,2487
1405,2016-11-01,699,0
1406,2016-11-01,2920,2
1407,2016-11-01,3804,0
1408,2016-11-01,9946,663
1409,2016-11-01,4344,0
1410,2016-11-01,9741,3094
1411,2016-11-01,3741,16
1412,2016-11-01,10129,134
1413,2016-11-01,16842,4568
1414,2016-11-01,2075,2
1415,2016-11-01,4826,205
1416,2016-11-01,8776,1159
1417,2016-11-01,974,12
1418,2016-11-01,17774,3695
1419,2016-11-01,5906,312
1420,2016-11-01,11526,4062
1421,2016-11-01,16454,122
1422,2016-11-01,8035,56
1423,2016-11-01,4821,23
1424,2016-11-01,13981,2301
1425,2016-11-01,807,0
1426,2016-11-01,406,0
1427,2016-11-01,570,0
1428,2016-11-01,18771,3278
1429,2016-11-01,3065,1
1430,2016-11-01,1937,0
1431,2016-11-01,12654,911
1432,2016-11-01,1371,1
1433,2016-11-01,2612,0
1434,2016-11-01,5701,2295
1435,2016-11-01,7860,93
1436,2016-11-01,3007,0
1437,2016-11-01,3323,0
1438,2016-11-01,8271,1232
1439,2016-11-01,11512,1673
1440,2016-11-01,9510,0
1441,2016-11-01,2438,0
1442,2016-11-01,4806,0
1443,2016-11-01,11284,789
1444,2016-11-01,5998,434
1445,2016-11-01,3191,0
1446,2016-11-01,5680,584
1447,2016-11-01,5081,780
1448,2016-11-01,4073,0
1449,2016-11-01,9273,2545
1450,2016-11-01,3001,1
1451,2016-11-01,6674,634
1452,2016-11-01,2123,3
1453,2016-11-01,7028,898
1454,2016-11-01,5760,15
1455,2016-11-01,10817,1777
1456,2016-11-01,3808,0
1457,2016-11-01,4296,3
1458,2016-11-01,1648,0
1459,2016-11-01,9063,1416
1460,2016-11-01,4259,0
1461,2016-11-01,336,0
1462,2016-11-01,534,0
1463,2016-11-01,6425,931
1464,2016-11-01,2180,0
1465,2016-11-01,1838,0
1466,2016-11-01,18764,3164
1467,2016-11-01,3222,35
1468,2016-11-01,907,0
1469,2016-11-01,3696,736
1470,2016-11-01,7134,1032
1471,2016-11-01,368,0
1472,2016-11-01,5767,569
1473,2016-11-01,110,0
1474,2016-11-01,7145,1526
1475,2016-11-01,352,0
1476,2016-11-01,12535,73
1477,2016-11-01,3484,141
1478,2016-11-01,8316,126
1479,2016-11-01,3750,0
1480,2016-11-01,330,0
1481,2016-11-01,559,1
1482,2016-11-01,531,5
1483,2016-11-01,7393,1256
1484,2016-11-01,435,21
1485,2016-11-01,7112,969
1486,2016-11-01,4509,0
1487,2016-11-01,4067,0
1488,2016-11-01,9373,1410
1489,2016-11-01,793,2
1490,2016-11-01,4790,0
1491,2016-11-01,7912,2224
1492,2016-11-01,758,0
1493,2016-11-01,8699,1609
1494,2016-11-01,982,1
1495,2016-11-01,5513,0
1496,2016-11-01,5174,104
1497,2016-11-01,14832,3513
1498,2016-11-01,1503,12
1499,2016-11-01,185,1
1500,2016-11-01,2979,18
1501,2016-11-01,259,0
1502,2016-11-01,283,6
1503,2016-11-01,2121,0
1504,2016-11-01,14002,3224
1505,2016-11-01,2131,13
1506,2016-11-01,2729,0
1507,2016-11-01,8493,535
1508,2016-11-01,3556,37
1509,2016-11-01,9692,2345
1510,2016-11-01,1555,0
1511,2016-11-01,467,0
1512,2016-11-01,1871,1
1513,2016-11-01,5441,0
1514,2016-11-01,5116,201
1515,2016-11-01,614,0
1516,2016-11-01,8083,1862
1517,2016-11-01,4034,0
1518,2016-11-01,8501,1183
1519,2016-11-01,6233,0
1520,2016-11-01,8533,2512
1521,2016-11-01,4913,467
1522,2016-11-01,10573,1460
1523,2016-11-01,8614,28
1524,2016-11-01,12422,2162
1525,2016-11-01,9422,1759
1526,2016-11-01,12101,2976
1527,2016-11-01,1966,33
1528,2016-11-01,2093,6
1529,2016-11-01,12570,4447
1530,2016-11-01,1794,48
1531,2016-11-01,6153,96
1532,2016-11-01,14356,4635
1533,2016-11-01,437,0
1534,2016-11-01,4522,6
1535,2016-11-01,6175,1843
1536,2016-11-01,3616,1
1537,2016-11-01,3877,0
1538,2016-11-01,7880,1841
1539,2016-11-01,3681,13
1540,2016-11-01,5358,830
1541,2016-11-01,9563,3122
1542,2016-11-01,5239,1
1543,2016-11-01,692,0
1544,2016-11-01,4398,994
1545,2016-11-01,2892,0
1546,2016-11-01,6607,2446
1547,2016-11-01,6340,0
1548,2016-11-01,4585,421
1549,2016-11-01,5228,420
1550,2016-11-01,6788,832
1551,2016-11-01,6752,1687
1552,2016-11-01,8674,1
1553,2016-11-01,9209,1889
1554,2016-11-01,11184,1668
1555,2016-11-01,992,0
1556,2016-11-01,7317,25
1557,2016-11-01,12238,732
1558,2016-11-01,3949,4
1559,2016-11-01,12637,2357
1560,2016-11-01,3545,14
1561,2016-11-01,9437,32
1562,2016-11-01,7810,638
1563,2016-11-01,2072,11
1564,2016-11-01,2548,1
1565,2016-11-01,5662,730
1566,2016-11-01,948,4
1567,2016-11-01,10727,1865
1568,2016-11-01,12074,0
1569,2016-11-01,1015,7
1570,2016-11-01,10868,1247
1571,2016-11-01,2581,0
1572,2016-11-01,3976,763
1573,2016-11-01,284,0
1574,2016-11-01,8965,2636
1575,2016-11-01,6189,428
1576,2016-11-01,391,0
1577,2016-11-01,7180,498
1578,2016-11-01,2230,2
1579,2016-11-01,3959,295
1580,2016-11-01,796,0
1581,2016-11-01,10758,2303
1582,2016-11-01,1185,2
1583,2016-11-01,1443,0
1584,2016-11-01,7255,1880
1585,2016-11-01,3091,29
1586,2016-11-01,2178,0
1587,2016-11-01,17848,3721
1588,2016-11-01,1884,1
1589,2016-11-01,3875,0
1590,2016-11-01,2327,0
1591,2016-11-01,1043,5
1592,2016-11-01,2926,0
1593,2016-11-01,4886,443
1594,2016-11-01,1759,0
1595,2016-11-01,19295,4303
1596,2016-11-01,7325,1038
1597,2016-11-01,5748,327
1598,2016-11-01,1429,3
1599,2016-11-01,1659,0
1600,2016-11-01,6000,24
1601,2016-11-01,10617,1916
1602,2016-11-01,1254,2
1603,2016-11-01,13756,908
1604,2016-11-01,1608,5
1605,2016-11-01,22461,5318
1606,2016-11-01,3975,81
1607,2016-11-01,4726,0
1608,2016-11-01,7498,2383
1609,2016-11-01,1828,11
1610,2016-11-01,10097,0
1611,2016-11-01,8564,1696
1612,2016-11-01,5089,196
1613,2016-11-01,9067,2265
1614,2016-11-01,1178,0
1615,2016-11-01,7252,1
1616,2016-11-01,10066,705
1617,2016-11-01,4967,0
1618,2016-11-01,4827,432
1619,2016-11-01,714,4
1620,2016-11-01,6163,685
1621,2016-11-01,4828,4
1622,2016-11-01,8559,2225
1623,2016-11-01,5203,6
1624,2016-11-01,7749,1638
1625,2016-11-01,7029,943
1626,2016-11-01,10653,1154
1627,2016-11-01,1768,36
1628,2016-11-01,4446,0
1629,2016-11-01,8131,1066
1630,2016-11-01,6951,1307
1631,2016-11-01,1373,9
1632,2016-11-01,6560,834
1633,2016-11-01,3429,6
1634,2016-11-01,5117,13
1635,2016-11-01,7840,1179
1636,2016-11-01,2117,18
1637,2016-11-01,1538,0
1638,2016-11-01,7235,1192
1639,2016-11-01,8771,2708
1640,2016-11-01,6133,3
1641,2016-11-01,8510,1081
1642,2016-11-01,1500,0
1643,2016-11-01,3325,2
1644,2016-11-01,3266,0
1645,2016-11-01,5049,0
1646,2016-11-01,2915,7
1647,2016-11-01,12494,2432
1648,2016-11-01,1116,0
1649,2016-11-01,4542,57
1650,2016-11-01,6957,1376
1651,2016-11-01,1180,0
1652,2016-11-01,3411,19
1653,2016-11-01,2290,3
1654,2016-11-01,1029,0
1655,2016-11-01,7758,9
1656,2016-11-01,8490,971
1657,2016-11-01,1495,1
1658,2016-11-01,3459,145
1659,2016-11-01,3759,4
1660,2016-11-01,12064,4115
1661,2016-11-01,5016,27
1662,2016-11-01,8989,1583
1663,2016-11-01,819,1
1664,2016-11-01,19752,1722
1665,2016-11-01,5196,18
1666,2016-11-01,11045,1478
1667,2016-11-01,6815,1924
1668,2016-11-01,4814,29
1669,2016-11-01,8991,1042
1670,2016-11-01,1102,0
1671,2016-11-01,648,2
1672,2016-11-01,3008,705
1673,2016-11-01,1284,0
1674,2016-11-01,8679,5
1675,2016-11-01,3108,1
1676,2016-11-01,11651,1793
1677,2016-11-01,1671,0
1678,2016-11-01,9429,2167
1679,2016-11-01,6748,1301
1680,2016-11-01,3452,404
1681,2016-11-01,3885,0
1682,2016-11-01,145,0
1683,2016-11-01,2521,84
1684,2016-11-01,10867,725
1685,2016-11-01,1652,0
1686,2016-11-01,541,0
1687,2016-11-01,8249,1381
1688,2016-11-01,223,3
1689,2016-11-01,5397,463
1690,2016-11-01,1207,0
1691,2016-11-01,9273,2900
1692,2016-11-01,826,0
1693,2016-11-01,1641,2
1694,2016-11-01,866,2
1695,2016-11-01,9249,701
1696,2016-11-01,1359,7
1697,2016-11-01,5464,1257
1698,2016-11-01,1298,17
1699,2016-11-01,8143,560
1700,2016-11-01,611,0
1701,2016-11-01,5747,686
1702,2016-11-01,5888,1268
1703,2016-11-01,967,13
1704,2016-11-01,3731,420
1705,2016-11-01,252,0
1706,2016-11-01,1176,0
1707,2016-11-01,7479,59
1708,2016-11-01,1112,0
1709,2016-11-01,4636,0
1710,2016-11-01,1951,7
1711,2016-11-01,4595,4
1712,2016-11-01,8077,396
1713,2016-11-01,8252,68
1714,2016-11-01,5141,332
1715,2016-11-01,197,0
1716,2016-11-01,6025,312
1717,2016-11-01,1543,1
1718,2016-11-01,5764,695
1719,2016-11-01,2522,0
1720,2016-11-01,8429,1365
1721,2016-11-01,1371,16
1722,2016-11-01,9625,2445
1723,2016-11-01,1801,17
1724,2016-11-01,11063,671
1725,2016-11-01,985,6
1726,2016-11-01,4170,1004
1727,2016-11-01,2468,17
1728,2016-11-01,1840,0
1729,2016-11-01,2991,6
1730,2016-11-01,1341,12
1731,2016-11-01,3821,178
1732,2016-10-01,20513,2797
1733,2016-10-01,637,6
1734,2016-10-01,2713,15
1735,2016-10-01,29209,5025
1736,2016-10-01,616,0
1737,2016-10-01,10343,82
1738,2016-10-01,4364,0
1739,2016-10-01,19307,99
1740,2016-10-01,16564,2061
1741,2016-10-01,7622,90
1742,2016-10-01,6328,1239
1743,2016-10-01,3617,275
1744,2016-10-01,1139,0
1745,2016-10-01,2794,0
1746,2016-10-01,12270,327
1747,2016-10-01,444,0
1748,2016-10-01,12482,2152
1749,2016-10-01,739,0
1750,2016-10-01,2968,2
1751,2016-10-01,3803,0
1752,2016-10-01,10183,679
1753,2016-10-01,4737,0
1754,2016-10-01,9713,2905
1755,2016-10-01,3984,9
1756,2016-10-01,10880,273
1757,2016-10-01,16936,4252
1758,2016-10-01,1972,2
1759,2016-10-01,5174,245
1760,2016-10-01,9267,1068
1761,2016-10-01,1024,6
1762,2016-10-01,17756,3669
1763,2016-10-01,6136,448
1764,2016-10-01,11857,3752
1765,2016-10-01,17477,97
1766,2016-10-01,8472,281
1767,2016-10-01,4920,31
1768,2016-10-01,14014,1729
1769,2016-10-01,833,0
1770,2016-10-01,485,0
1771,2016-10-01,596,0
1772,2016-10-01,18804,3222
1773,2016-10-01,3392,0
1774,2016-10-01,1911,0
1775,2016-10-01,13155,989
1776,2016-10-01,1403,0
1777,2016-10-01,2509,0
1778,2016-10-01,5405,2341
1779,2016-10-01,8209,15
1780,2016-10-01,3256,0
1781,2016-10-01,3266,0
1782,2016-10-01,8253,979
1783,2016-10-01,11861,1592
1784,2016-10-01,9443,0
1785,2016-10-01,2567,0
1786,2016-10-01,4817,0
1787,2016-10-01,11582,1334
1788,2016-10-01,6193,778
1789,2016-10-01,3317,0
1790,2016-10-01,5289,347
1791,2016-10-01,5341,834
1792,2016-10-01,4268,1
1793,2016-10-01,9708,2324
1794,2016-10-01,3243,2
1795,2016-10-01,6690,551
1796,2016-10-01,2480,3
1797,2016-10-01,7639,1092
1798,2016-10-01,5824,39
1799,2016-10-01,3979,0
1800,2016-10-01,11761,1650
1801,2016-10-01,4131,1
1802,2016-10-01,5046,2
1803,2016-10-01,1728,0
1804,2016-10-01,9198,1623
1805,2016-10-01,4367,0
1806,2016-10-01,388,0
1807,2016-10-01,635,0
1808,2016-10-01,6597,927
1809,2016-10-01,2068,0
1810,2016-10-01,1945,0
1811,2016-10-01,19404,3149
1812,2016-10-01,3569,51
1813,2016-10-01,875,2
1814,2016-10-01,4004,762
1815,2016-10-01,7353,491
1816,2016-10-01,483,0
1817,2016-10-01,6224,884
1818,2016-10-01,185,0
1819,2016-10-01,7404,895
1820,2016-10-01,356,0
1821,2016-10-01,13694,150
1822,2016-10-01,3876,157
1823,2016-10-01,8723,137
1824,2016-10-01,3763,0
1825,2016-10-01,359,0
1826,2016-10-01,591,1
1827,2016-10-01,542,0
1828,2016-10-01,7959,1600
1829,2016-10-01,430,15
1830,2016-10-01,7330,1062
1831,2016-10-01,4852,1
1832,2016-10-01,9976,1464
1833,2016-10-01,910,0
1834,2016-10-01,4946,0
1835,2016-10-01,8055,1612
1836,2016-10-01,757,1
1837,2016-10-01,9211,1548
1838,2016-10-01,972,1
1839,2016-10-01,5924,0
1840,2016-10-01,5467,77
1841,2016-10-01,15410,3523
1842,2016-10-01,1511,25
1843,2016-10-01,223,2
1844,2016-10-01,2919,10
1845,2016-10-01,274,0
1846,2016-10-01,308,0
1847,2016-10-01,2251,0
1848,2016-10-01,14272,2663
1849,2016-10-01,2146,13
1850,2016-10-01,2767,0
1851,2016-10-01,8612,473
1852,2016-10-01,4004,31
1853,2016-10-01,10400,2630
1854,2016-10-01,1671,0
1855,2016-10-01,431,0
1856,2016-10-01,1978,1
1857,2016-10-01,5866,0
1858,2016-10-01,5582,253
1859,2016-10-01,647,0
1860,2016-10-01,8472,1977
1861,2016-10-01,3980,0
1862,2016-10-01,8907,686
1863,2016-10-01,6382,0
1864,2016-10-01,8666,1973
1865,2016-10-01,25,0
1866,2016-10-01,5455,578
1867,2016-10-01,11108,1468
1868,2016-10-01,8228,15
1869,2016-10-01,12969,2416
1870,2016-10-01,10075,2013
1871,2016-10-01,12315,2369
1872,2016-10-01,1785,21
1873,2016-10-01,2230,5
1874,2016-10-01,12514,4333
1875,2016-10-01,1841,38
1876,2016-10-01,6115,68
1877,2016-10-01,15000,4731
1878,2016-10-01,361,0
1879,2016-10-01,4811,9
1880,2016-10-01,6388,1921
1881,2016-10-01,3703,7
1882,2016-10-01,3948,0
1883,2016-10-01,7949,2097
1884,2016-10-01,4047,20
1885,2016-10-01,5814,806
1886,2016-10-01,10269,3029
1887,2016-10-01,5630,0
1888,2016-10-01,633,0
1889,2016-10-01,4504,984
1890,2016-10-01,2993,0
1891,2016-10-01,7184,2135
1892,2016-10-01,6828,0
1893,2016-10-01,4852,477
1894,2016-10-01,5259,259
1895,2016-10-01,7097,484
1896,2016-10-01,7794,1971
1897,2016-10-01,9883,6
1898,2016-10-01,9655,1782
