index,period,org_code,type,attendances,breaches,admissions,performance
539,2017-02-01,RR7,other,2130,1,0,1
540,2017-02-01,RCD,1,3290,208,787,0.94
541,2017-02-01,RCD,other,724,0,0,1
542,2017-02-01,RWA,1,9827,1957,2887,0.8
543,2017-02-01,RWA,other,1061,0,0,1
544,2017-02-01,RV9,other,1247,2,0,1
545,2017-02-01,RXN,1,5084,1506,1545,0.7
546,2017-02-01,RXN,other,5446,201,337,0.96
547,2017-02-01,Y01231,other,1971,0,0,1
548,2017-02-01,RR8,1,15978,2830,4782,0.82
549,2017-02-01,RR8,other,1678,0,0,1
550,2017-02-01,Y02875,other,3693,0,0,1
551,2017-02-01,RY1,other,2172,0,0,1
552,2017-02-01,REP,2,985,17,105,0.98
553,2017-02-01,Y01069,other,2716,0,0,1
554,2017-02-01,RBT,1,4861,410,1594,0.92
555,2017-02-01,RBT,other,1303,0,0,1
556,2017-02-01,RXF,1,17442,3092,4347,0.82
557,2017-02-01,RNL,1,6822,945,1819,0.86
558,2017-02-01,RVW,1,5220,481,1510,0.91
559,2017-02-01,RVW,other,1321,2,3,1
560,2017-02-01,RTV,other,1728,0,0,1
561,2017-02-01,NLO01,other,6039,256,0,0.96
562,2017-02-01,RJL,1,9989,2698,2400,0.73
563,2017-02-01,RJL,other,1153,1,1,1
564,2017-02-01,RTF,1,7094,1223,3497,0.83
565,2017-02-01,RTF,other,6855,44,24,0.99
566,2017-02-01,RW6,1,20121,5159,4778,0.74
567,2017-02-01,RW6,other,3991,115,95,0.97
568,2017-02-01,RT2,other,3123,0,0,1
569,2017-02-01,RQ6,1,6775,2290,1961,0.66
570,2017-02-01,RQ6,2,1422,0,48,1
571,2017-02-01,RQ6,other,9257,0,0,1
572,2017-02-01,RM3,1,7598,1723,2331,0.77
573,2017-02-01,AXT02,other,2596,0,0,1
574,2017-02-01,RCU,1,4342,112,612,0.97
575,2017-02-01,RHQ,1,8460,2947,2550,0.65
576,2017-02-01,RHQ,2,1093,0,1,1
577,2017-02-01,RHQ,other,6264,0,7,1
578,2017-02-01,RTR,1,8954,933,1761,0.9
579,2017-02-01,RTR,other,4714,0,21,1
580,2017-02-01,RE9,1,4414,285,1135,0.94
581,2017-02-01,RE9,other,597,2,0,1
582,2017-02-01,RVY,1,5712,1228,1637,0.79
583,2017-02-01,RVY,other,4584,9,0,1
584,2017-02-01,RBN,1,7740,2008,3010,0.74
585,2017-02-01,RBN,other,5103,59,0,0.99
586,2017-02-01,RWJ,1,6831,1695,2139,0.75
587,2017-02-01,RMP,1,6352,835,1570,0.87
588,2017-02-01,RTD,1,9419,997,2019,0.89
589,2017-02-01,RTD,2,1590,14,24,0.99
590,2017-02-01,RTD,other,4333,0,4,1
591,2017-02-01,RFR,1,5567,1417,1408,0.75
592,2017-02-01,RFR,other,3961,0,0,1
593,2017-02-01,RM2,1,7435,964,2367,0.87
594,2017-02-01,RTX,1,6113,1385,1825,0.77
595,2017-02-01,RTX,other,1486,45,70,0.97
596,2017-02-01,RWW,1,5985,1428,2261,0.76
597,2017-02-01,RWW,other,3418,30,0,0.99
598,2017-02-01,RY7,other,4098,64,0,0.98
599,2017-02-01,RBL,1,7050,2076,2114,0.71
600,2017-02-01,RBL,other,2280,13,0,0.99
601,2017-02-01,AJN,other,368,0,0,1
602,2017-02-01,RRF,1,6605,1063,1585,0.84
603,2017-02-01,RCB,1,7930,2504,3062,0.68
604,2017-02-01,RCB,other,5630,15,0,1
605,2017-02-01,RTK,1,7498,1503,1875,0.8
606,2017-02-01,RTK,other,1387,0,0,1
607,2017-02-01,Y02688,other,3139,3,0,1
608,2017-02-01,NQT10,other,3112,0,0,1
609,2017-02-01,RWX,other,4918,0,0,1
610,2017-02-01,Y04538,other,2574,1,0,1
611,2017-02-01,RXH,1,11012,2366,3149,0.79
612,2017-02-01,RXH,2,1059,10,26,0.99
613,2017-02-01,NLW,other,4101,1,0,1
614,2017-02-01,RXQ,1,6153,1161,2550,0.81
615,2017-02-01,RXQ,2,1187,0,463,1
616,2017-02-01,RXQ,other,3155,17,0,0.99
617,2017-02-01,Y00058,other,2003,31,0,0.98
618,2017-02-01,NLT02,other,981,0,0,1
619,2017-02-01,RJ8,other,7016,25,1,1
620,2017-02-01,RN7,1,7750,1313,2137,0.83
621,2017-02-01,RN7,other,1484,0,0,1
622,2017-02-01,RBD,1,3084,192,1171,0.94
623,2017-02-01,RBD,other,3264,2,0,1
624,2017-02-01,RVV,1,10975,3700,3030,0.66
625,2017-02-01,RVV,other,4554,36,387,0.99
626,2017-02-01,RXC,1,7951,1903,2433,0.76
627,2017-02-01,DD401,other,718,0,0,1
628,2017-02-01,RDU,1,17357,1527,5308,0.91
629,2017-02-01,R1J,other,4755,11,0,1
630,2017-02-01,RTE,1,9772,2248,3207,0.77
631,2017-02-01,RN3,1,5913,2076,2077,0.65
632,2017-02-01,RN3,other,4568,42,0,0.99
633,2017-02-01,RN5,1,7789,1022,2054,0.87
634,2017-02-01,RN5,other,1004,0,0,1
635,2017-02-01,NDA57,other,575,11,0,0.98
636,2017-02-01,R1F,1,3039,600,666,0.8
637,2017-02-01,R1F,other,1046,0,0,1
638,2017-02-01,RYY,other,5201,8,0,1
639,2017-02-01,NR5,other,3181,2,0,1
640,2017-02-01,RWF,1,10386,1789,3204,0.83
641,2017-02-01,RWF,other,1619,0,0,1
642,2017-02-01,RPA,1,8460,2016,1948,0.76
643,2017-02-01,RVJ,1,6160,1128,2097,0.82
644,2017-02-01,RBZ,1,3116,522,953,0.83
645,2017-02-01,RBZ,other,3404,0,0,1
646,2017-02-01,L83087,other,119,0,0,1
647,2017-02-01,RNU,other,2343,33,0,0.99
648,2017-02-01,RTH,1,9816,2005,2794,0.8
649,2017-02-01,RTH,2,1478,0,57,1
650,2017-02-01,NLX02,other,515,0,0,1
651,2017-02-01,RK9,1,7229,1085,2656,0.85
652,2017-02-01,RK9,2,217,0,0,1
653,2017-02-01,RD3,1,4830,414,1465,0.91
654,2017-02-01,RD3,other,1059,0,0,1
655,2017-02-01,RHU,1,7901,2493,2452,0.68
656,2017-02-01,RHU,2,785,1,0,1
657,2017-02-01,RHU,other,1430,3,1,1
658,2017-02-01,RPC,other,702,1,13,1
659,2017-02-01,RHW,1,8112,817,2665,0.9
660,2017-02-01,RHW,2,1238,1,2,1
661,2017-02-01,REF,1,5324,1324,2344,0.75
662,2017-02-01,REF,other,1255,12,31,0.99
663,2017-02-01,RH8,1,7214,637,1699,0.91
664,2017-02-01,RH8,other,688,0,0,1
665,2017-02-01,RA2,1,4979,307,1786,0.94
666,2017-02-01,RD1,1,5272,1229,1753,0.77
667,2017-02-01,RD1,other,793,11,92,0.99
668,2017-02-01,RNZ,1,3223,543,954,0.83
669,2017-02-01,RNZ,2,325,0,0,1
670,2017-02-01,Y02666,other,1207,0,0,1
671,2017-02-01,RH5,other,5779,13,0,1
672,2017-02-01,RYF,other,1110,0,0,1
673,2017-02-01,NTP11,other,4103,6,0,1
674,2017-02-01,RW1,other,1844,7,1,1
675,2017-02-01,NTPAD,other,4164,3,0,1
676,2017-02-01,RTP,1,7142,647,2172,0.91
677,2017-02-01,RDR,other,6993,136,0,0.98
678,2017-02-01,RBA,1,4751,332,1584,0.93
679,2017-02-01,AAH,other,139,0,0,1
680,2017-02-01,RDZ,1,5527,441,1706,0.92
681,2017-02-01,RDZ,2,1328,2,4,1
682,2017-02-01,RA9,1,5146,809,2243,0.84
683,2017-02-01,RA9,other,2341,0,0,1
684,2017-02-01,RHM,1,7349,1528,2937,0.79
685,2017-02-01,RHM,2,1375,37,7,0.97
686,2017-02-01,RA7,1,7904,1816,2597,0.77
687,2017-02-01,RA7,2,1603,16,10,0.99
688,2017-02-01,RYR,1,9715,659,2840,0.93
689,2017-02-01,RYR,other,981,9,0,0.99
690,2017-02-01,RA3,1,3683,1125,910,0.69
691,2017-02-01,NDA56,other,2416,20,0,0.99
692,2017-02-01,G82071,other,1857,0,0,1
693,2017-02-01,NDA55,other,2743,7,0,1
694,2017-02-01,NLX24,other,1243,2,0,1
695,2017-02-01,RA4,1,3374,133,1270,0.96
696,2017-01-01,RF4,1,20430,5247,4519,0.74
697,2017-01-01,RF4,2,632,7,0,0.99
698,2017-01-01,RF4,other,3227,19,0,0.99
699,2017-01-01,R1H,1,28420,7426,6435,0.74
700,2017-01-01,R1H,2,598,34,0,0.94
701,2017-01-01,R1H,other,11699,168,0,0.99
702,2017-01-01,AD913,other,4260,0,0,1
703,2017-01-01,RYX,other,19019,217,0,0.99
704,2017-01-01,RQM,1,16920,3141,3339,0.81
705,2017-01-01,RQM,other,7349,73,0,0.99
706,2017-01-01,RJ6,1,6618,1438,2197,0.78
707,2017-01-01,RJ6,other,3472,71,0,0.98
708,2017-01-01,Y02696,other,1238,0,0,1
709,2017-01-01,NX122,other,2202,0,0,1
710,2017-01-01,RVR,1,11643,652,3264,0.94
711,2017-01-01,RVR,2,487,0,13,1
712,2017-01-01,RJ1,1,11677,1840,3149,0.84
713,2017-01-01,RJ1,2,701,0,0,1
714,2017-01-01,RJ1,other,2903,6,0,1
715,2017-01-01,Y03082,other,3892,0,0,1
716,2017-01-01,RQX,1,10039,710,1639,0.93
717,2017-01-01,RY9,other,4313,4,0,1
718,2017-01-01,RYJ,1,9744,3197,3139,0.67
719,2017-01-01,RYJ,2,3585,13,14,1
720,2017-01-01,RYJ,other,11007,123,0,0.99
721,2017-01-01,RJZ,1,16752,4887,4419,0.71
722,2017-01-01,RJZ,2,2045,1,0,1
723,2017-01-01,RJZ,other,4713,234,0,0.95
724,2017-01-01,RAX,1,8628,1652,1782,0.81
725,2017-01-01,RAX,2,879,0,0,1
726,2017-01-01,RJ2,1,17998,4454,4657,0.75
727,2017-01-01,RJ2,other,5481,164,0,0.97
728,2017-01-01,R1K,1,11961,5897,4587,0.51
729,2017-01-01,R1K,other,16918,199,0,0.99
730,2017-01-01,RP6,2,7764,101,28,0.99
731,2017-01-01,RAT,other,5180,124,0,0.98
732,2017-01-01,RAP,1,14751,3543,2498,0.76
733,2017-01-01,Y02973,other,838,0,0,1
734,2017-01-01,AF003,other,417,0,0,1
735,2017-01-01,AF002,other,560,0,0,1
736,2017-01-01,RAL,1,18559,3690,3556,0.8
737,2017-01-01,RAL,other,3151,1,0,1
738,2017-01-01,Y03047,other,2037,0,0,1
739,2017-01-01,RJ7,1,12656,1879,3871,0.85
740,2017-01-01,RJ7,other,1352,0,0,1
741,2017-01-01,F84747,other,2592,0,0,1
742,2017-01-01,RAS,1,5686,2776,1856,0.51
743,2017-01-01,RAS,other,8107,63,0,0.99
744,2017-01-01,Y03094,other,3106,0,0,1
745,2017-01-01,E84068,other,3732,0,0,1
746,2017-01-01,RKE,1,8255,1414,1268,0.83
747,2017-01-01,RRV,1,11130,1517,2030,0.86
748,2017-01-01,Y02147,other,10009,0,0,1
749,2017-01-01,Y03201,other,2670,0,0,1
750,2017-01-01,NL7,other,5358,0,0,1
751,2017-01-01,RDD,1,11165,1385,2361,0.88
752,2017-01-01,RC1,1,6024,555,1908,0.91
753,2017-01-01,M85813,other,3352,0,0,1
754,2017-01-01,RQ3,1,5130,248,1072,0.95
755,2017-01-01,RJF,1,5150,1157,1914,0.78
756,2017-01-01,RJF,other,3995,0,3,1
757,2017-01-01,RGT,1,8801,2361,3100,0.73
758,2017-01-01,RGT,other,3008,1,25,1
759,2017-01-01,RFS,1,6644,1393,2059,0.79
760,2017-01-01,NQ108,other,2130,2,0,1
761,2017-01-01,RDE,1,6902,1627,2597,0.76
762,2017-01-01,RDE,other,4872,0,0,1
763,2017-01-01,Y03571,other,5939,134,0,0.98
764,2017-01-01,RTG,1,10806,2386,3700,0.78
765,2017-01-01,RTG,other,4302,8,41,1
766,2017-01-01,RY8,other,4521,0,0,1
767,2017-01-01,NNJ,other,2006,15,0,0.99
768,2017-01-01,RWH,1,8657,2148,3300,0.75
769,2017-01-01,RWH,other,4306,0,0,1
770,2017-01-01,"NAX",other,274,0,0,1
771,2017-01-01,NQ106,other,513,0,0,1
772,2017-01-01,RLT,1,6258,1380,1138,0.78
773,2017-01-01,NTPAL,other,2134,0,0,1
774,2017-01-01,NEH06,other,1789,1,0,1
775,2017-01-01,RR1,1,18898,5019,5787,0.73
776,2017-01-01,RR1,other,3317,59,1393,0.98
777,2017-01-01,RY4,other,764,1,0,1
778,2017-01-01,RQQ,1,3571,884,802,0.75
779,2017-01-01,RGQ,1,6788,1073,2123,0.84
780,2017-01-01,RGQ,other,393,0,188,1
781,2017-01-01,RGP,1,5882,740,1281,0.87
782,2017-01-01,RGP,other,97,0,0,1
783,2017-01-01,RNQ,1,7088,2095,2378,0.7
784,2017-01-01,C82038,other,363,0,0,1
785,2017-01-01,RY5,other,12907,127,19,0.99
786,2017-01-01,NJS05,other,3504,67,0,0.98
787,2017-01-01,RC9,1,8331,183,2711,0.98
788,2017-01-01,RC9,other,3644,0,0,1
789,2017-01-01,C82009,other,327,0,0,1
790,2017-01-01,NLO11,other,561,1,0,1
791,2017-01-01,NLO09,other,588,5,0,0.99
792,2017-01-01,RQ8,1,7343,1748,2374,0.76
793,2017-01-01,RQ8,other,475,33,0,0.93
794,2017-01-01,RD8,1,7028,1621,1307,0.77
795,2017-01-01,RD8,other,4716,1,0,1
796,2017-01-01,Y02652,other,4164,0,0,1
797,2017-01-01,RM1,1,8944,2311,2275,0.74
798,2017-01-01,RM1,other,799,0,0,1
799,2017-01-01,RGN,1,7547,2278,2211,0.7
800,2017-01-01,RGN,other,637,0,0,1
801,2017-01-01,RNS,1,8353,1712,2380,0.8
802,2017-01-01,RNS,2,864,2,0,1
803,2017-01-01,NMH01,other,5324,0,0,1
804,2017-01-01,NR3,other,4901,194,0,0.96
805,2017-01-01,RX1,1,14017,3472,4073,0.75
806,2017-01-01,RX1,2,1435,18,0,0.99
807,2017-01-01,RX1,other,172,3,0,0.98
808,2017-01-01,NLO10,other,3033,20,0,0.99
809,2017-01-01,C82010,other,282,0,0,1
810,2017-01-01,NLO12,other,237,1,0,1
811,2017-01-01,Y02428,other,2411,0,0,1
812,2017-01-01,RXK,1,13929,2932,3212,0.79
813,2017-01-01,RXK,2,1990,14,27,0.99
814,2017-01-01,RXK,other,2720,0,0,1
815,2017-01-01,RK5,1,8295,919,2788,0.89
816,2017-01-01,RK5,other,3907,18,5,1
817,2017-01-01,RXW,1,9289,2882,2360,0.69
818,2017-01-01,RXW,other,1727,0,0,1
819,2017-01-01,R1D,2,466,0,0,1
820,2017-01-01,R1D,other,1690,0,0,1
821,2017-01-01,Y02615,other,5655,0,0,1
822,2017-01-01,RJC,1,4949,379,1700,0.92
823,2017-01-01,RJC,other,570,0,0,1
824,2017-01-01,RAJ,1,7989,1484,2446,0.81
825,2017-01-01,Y02961,other,3966,0,0,1
826,2017-01-01,RNA,1,8593,1903,2460,0.78
827,2017-01-01,RNA,other,6882,0,0,1
828,2017-01-01,RQW,1,8076,3019,1525,0.63
829,2017-01-01,RCX,1,4996,684,2142,0.86
830,2017-01-01,RL4,1,10711,2416,2700,0.77
831,2017-01-01,RL4,other,7657,67,0,0.99
832,2017-01-01,RWD,1,12238,2977,3522,0.76
833,2017-01-01,RRK,1,9640,2585,2919,0.73
834,2017-01-01,RKB,1,11313,3361,3874,0.7
835,2017-01-01,RKB,2,1861,45,72,0.98
836,2017-01-01,RKB,other,1927,7,2,1
837,2017-01-01,RWE,1,11691,4146,3729,0.65
838,2017-01-01,RWE,2,1711,28,6,0.98
839,2017-01-01,RWE,other,5928,68,232,0.99
840,2017-01-01,RJE,1,14046,4583,4206,0.67
841,2017-01-01,RJE,2,404,0,0,1
842,2017-01-01,RJE,other,4376,65,0,0.99
843,2017-01-01,RBK,1,6401,2418,1965,0.62
844,2017-01-01,RBK,other,3587,14,0,1
845,2017-01-01,ATQ02,other,3933,0,0,1
846,2017-01-01,RWG,1,7670,2696,2768,0.65
847,2017-01-01,RWG,other,3312,9,0,1
848,2017-01-01,RGR,1,5353,681,2019,0.87
849,2017-01-01,RWP,1,9170,3174,2928,0.65
850,2017-01-01,RWP,other,4785,0,0,1
851,2017-01-01,R1A,2,726,0,0,1
852,2017-01-01,RLQ,1,4195,1060,1084,0.75
853,2017-01-01,RLQ,other,3060,0,0,1
854,2017-01-01,REM,1,6896,2880,2229,0.58
855,2017-01-01,REM,other,6984,0,0,1
856,2017-01-01,RCF,1,4996,580,997,0.88
857,2017-01-01,RBS,1,4829,131,1111,0.97
858,2017-01-01,RFF,1,6947,894,2227,0.87
859,2017-01-01,RXL,1,6534,2406,2136,0.63
860,2017-01-01,RXL,other,9209,0,0,1
861,2017-01-01,RMC,1,8074,1875,2334,0.77
862,2017-01-01,RMC,other,955,0,6,1
863,2017-01-01,RAE,1,11080,1468,3075,0.87
864,2017-01-01,NNF09,other,1365,0,0,1
865,2017-01-01,RY2,other,7639,32,0,1
866,2017-01-01,RWY,1,12385,967,2746,0.92
867,2017-01-01,RW3,1,12022,2741,3687,0.77
868,2017-01-01,RW3,2,3350,5,153,1
869,2017-01-01,RW3,other,9658,41,169,1
870,2017-01-01,RLN,1,7906,1681,2838,0.79
871,2017-01-01,RLN,2,2194,11,43,0.99
872,2017-01-01,RLN,other,2630,5,0,1
873,2017-01-01,RJR,1,5675,1080,1599,0.81
874,2017-01-01,RJR,other,580,4,0,0.99
875,2017-01-01,RXP,1,10652,2797,3465,0.74
876,2017-01-01,RXP,other,11643,0,0,1
877,2017-01-01,RNN,other,1438,22,0,0.98
878,2017-01-01,RP5,1,10771,1990,3376,0.82
879,2017-01-01,RP5,other,2563,0,401,1
880,2017-01-01,RJN,1,3822,1153,980,0.7
881,2017-01-01,RJN,other,205,0,0,1
882,2017-01-01,RXR,1,9071,3333,3153,0.63
883,2017-01-01,RXR,other,6107,410,42,0.93
884,2017-01-01,NNF28,other,78,0,0,1
885,2017-01-01,RR7,1,7081,606,1687,0.91
886,2017-01-01,RR7,other,2359,0,0,1
887,2017-01-01,RCD,1,3575,262,917,0.93
888,2017-01-01,RCD,other,743,0,0,1
889,2017-01-01,RWA,1,10847,2066,3163,0.81
890,2017-01-01,RWA,other,1130,0,0,1
891,2017-01-01,RV9,other,1385,1,0,1
892,2017-01-01,RXN,1,6350,1735,1787,0.73
893,2017-01-01,RXN,other,4327,128,285,0.97
894,2017-01-01,Y01231,other,2243,0,0,1
895,2017-01-01,RR8,1,17366,3508,5056,0.8
896,2017-01-01,RR8,other,1932,0,0,1
897,2017-01-01,Y02875,other,4225,0,0,1
898,2017-01-01,RY1,other,2160,0,0,1
899,2017-01-01,REP,2,1109,32,128,0.97
900,2017-01-01,Y01069,other,3286,0,0,1
901,2017-01-01,RBT,1,5404,1082,1636,0.8
902,2017-01-01,RBT,other,1561,0,0,1
903,2017-01-01,RXF,1,19422,4444,4642,0.77
904,2017-01-01,RNL,1,7502,1471,2072,0.8
905,2017-01-01,RVW,1,5630,600,1729,0.89
906,2017-01-01,RVW,other,1446,0,4,1
907,2017-01-01,RTV,other,1889,0,0,1
908,2017-01-01,NLO01,other,6848,241,0,0.96
909,2017-01-01,RJL,1,10715,2370,2569,0.78
910,2017-01-01,RJL,other,1213,1,0,1
911,2017-01-01,RTF,1,8126,1493,3831,0.82
912,2017-01-01,RTF,other,7370,56,22,0.99
913,2017-01-01,RW6,1,21943,6004,5261,0.73
914,2017-01-01,RW6,other,4227,86,109,0.98
915,2017-01-01,RT2,other,3681,0,0,1
916,2017-01-01,RQ6,1,7521,2659,2204,0.65
917,2017-01-01,RQ6,2,1720,0,20,1
918,2017-01-01,RQ6,other,10253,0,0,1
919,2017-01-01,RM3,1,8292,1933,2643,0.77
920,2017-01-01,RCU,1,4549,76,626,0.98
921,2017-01-01,RHQ,1,9180,2735,2976,0.7
922,2017-01-01,RHQ,2,1129,0,0,1
923,2017-01-01,RHQ,other,6672,11,6,1
924,2017-01-01,RTR,1,9800,1156,2065,0.88
925,2017-01-01,RTR,other,5567,1,21,1
926,2017-01-01,RE9,1,4925,725,1266,0.85
927,2017-01-01,RE9,other,599,2,0,1
928,2017-01-01,RVY,1,6048,1236,1814,0.8
929,2017-01-01,RVY,other,4838,6,0,1
930,2017-01-01,RBN,1,8609,2619,3250,0.7
931,2017-01-01,RBN,other,5522,32,0,0.99
932,2017-01-01,RWJ,1,7257,2140,2355,0.71
933,2017-01-01,RMP,1,7037,1638,1773,0.77
934,2017-01-01,RTD,1,9872,1405,2200,0.86
935,2017-01-01,RTD,2,1605,32,19,0.98
936,2017-01-01,RTD,other,4543,0,5,1
937,2017-01-01,RFR,1,6275,1876,1575,0.7
938,2017-01-01,RFR,other,4337,18,0,1
939,2017-01-01,RM2,1,8151,1295,2563,0.84
940,2017-01-01,RTX,1,6612,1664,2051,0.75
941,2017-01-01,RTX,other,1612,26,88,0.98
942,2017-01-01,RWW,1,6598,1431,2661,0.78
943,2017-01-01,RWW,other,3667,21,0,0.99
944,2017-01-01,RY7,other,4317,61,0,0.99
945,2017-01-01,RBL,1,7665,1972,2527,0.74
946,2017-01-01,RBL,other,2493,32,0,0.99
947,2017-01-01,AJN,other,418,0,0,1
948,2017-01-01,RRF,1,6852,1604,1798,0.77
949,2017-01-01,RCB,1,8546,3160,3362,0.63
950,2017-01-01,RCB,other,5978,8,0,1
951,2017-01-01,RTK,1,8219,1664,2099,0.8
952,2017-01-01,RTK,other,1387,0,0,1
953,2017-01-01,Y02688,other,3401,17,0,1
954,2017-01-01,NQT10,other,3629,0,0,1
955,2017-01-01,RWX,other,5085,0,0,1
956,2017-01-01,Y04538,other,2938,0,0,1
957,2017-01-01,RXH,1,11727,2903,3274,0.75
958,2017-01-01,RXH,2,963,2,21,1
959,2017-01-01,NLW,other,4856,1,0,1
960,2017-01-01,RXQ,1,6779,1474,2746,0.78
961,2017-01-01,RXQ,2,1258,0,527,1
962,2017-01-01,RXQ,other,3291,8,0,1
963,2017-01-01,Y00058,other,2222,39,0,0.98
964,2017-01-01,NLT02,other,1065,0,0,1
965,2017-01-01,RJ8,other,7669,20,10,1
966,2017-01-01,RN7,1,8267,2229,2325,0.73
967,2017-01-01,RN7,other,1496,3,0,1
968,2017-01-01,RBD,1,3402,193,1326,0.94
969,2017-01-01,RBD,other,3602,2,0,1
970,2017-01-01,RVV,1,11837,4875,3216,0.59
971,2017-01-01,RVV,other,4930,53,444,0.99
972,2017-01-01,RXC,1,8771,2335,2663,0.73
973,2017-01-01,DD401,other,847,0,0,1
974,2017-01-01,RDU,1,19458,2980,6133,0.85
975,2017-01-01,R1J,other,5056,39,1,0.99
976,2017-01-01,RTE,1,10613,2697,3482,0.75
977,2017-01-01,RN3,1,6556,1995,2425,0.7
978,2017-01-01,RN3,other,4932,35,0,0.99
979,2017-01-01,RN5,1,8914,1974,2429,0.78
980,2017-01-01,RN5,other,1108,0,0,1
981,2017-01-01,NDA57,other,615,8,0,0.99
982,2017-01-01,R1F,1,3244,819,830,0.75
983,2017-01-01,R1F,other,1170,0,0,1
984,2017-01-01,RYY,other,5276,10,0,1
985,2017-01-01,NR5,other,3190,1,0,1
986,2017-01-01,RWF,1,11206,3056,3431,0.73
987,2017-01-01,RWF,other,1741,0,0,1
988,2017-01-01,RPA,1,9088,2548,2061,0.72
989,2017-01-01,RVJ,1,6687,1651,2380,0.75
990,2017-01-01,RBZ,1,3429,403,1128,0.88
991,2017-01-01,RBZ,other,3561,0,0,1
992,2017-01-01,L83087,other,122,0,0,1
993,2017-01-01,RNU,other,2445,37,0,0.98
994,2017-01-01,RTH,1,10450,1833,3223,0.82
995,2017-01-01,RTH,2,1643,0,66,1
996,2017-01-01,NLX02,other,520,0,0,1
997,2017-01-01,RK9,1,7728,1634,2945,0.79
998,2017-01-01,RK9,2,236,0,0,1
999,2017-01-01,RD3,1,5315,653,1777,0.88
1000,2017-01-01,RD3,other,1285,0,0,1
1001,2017-01-01,RHU,1,8906,2966,2979,0.67
1002,2017-01-01,RHU,2,816,0,0,1
1003,2017-01-01,RHU,other,1585,12,4,0.99
1004,2017-01-01,RPC,other,837,3,18,1
1005,2017-01-01,RHW,1,9158,1209,3112,0.87
1006,2017-01-01,RHW,2,1247,11,4,0.99
1007,2017-01-01,REF,1,5580,1366,2515,0.76
1008,2017-01-01,REF,other,1345,13,29,0.99
1009,2017-01-01,RH8,1,7798,757,1954,0.9
1010,2017-01-01,RH8,other,602,0,0,1
1011,2017-01-01,RA2,1,5570,767,2059,0.86
1012,2017-01-01,RD1,1,5818,1763,2167,0.7
1013,2017-01-01,RD1,other,936,14,122,0.99
1014,2017-01-01,RNZ,1,3550,581,1126,0.84
1015,2017-01-01,RNZ,2,282,0,0,1
1016,2017-01-01,Y02666,other,1333,0,0,1
1017,2017-01-01,RH5,other,6219,14,0,1
1018,2017-01-01,RYF,other,1131,0,0,1
1019,2017-01-01,NTP11,other,4541,2,0,1
1020,2017-01-01,RW1,other,1838,6,6,1
1021,2017-01-01,NTPAD,other,4396,36,0,0.99
1022,2017-01-01,RTP,1,7711,1004,2391,0.87
1023,2017-01-01,RDR,other,8135,145,0,0.98
1024,2017-01-01,RBA,1,5198,453,1823,0.91
1025,2017-01-01,AAH,other,146,0,0,1
1026,2017-01-01,RDZ,1,5994,665,1982,0.89
1027,2017-01-01,RDZ,2,1320,3,9,1
1028,2017-01-01,RA9,1,5863,1088,2540,0.81
1029,2017-01-01,RA9,other,2460,0,0,1
1030,2017-01-01,RHM,1,8230,1472,3311,0.82
1031,2017-01-01,RHM,2,1351,23,16,0.98
1032,2017-01-01,RA7,1,8566,1985,2967,0.77
1033,2017-01-01,RA7,2,1668,24,20,0.99
1034,2017-01-01,RYR,1,10512,1030,3159,0.9
1035,2017-01-01,RYR,other,1053,2,0,1
1036,2017-01-01,RA3,1,4073,1471,1074,0.64
1037,2017-01-01,NDA56,other,2600,7,0,1
1038,2017-01-01,G82071,other,2016,0,0,1
1039,2017-01-01,NDA55,other,3051,13,0,1
1040,2017-01-01,NLX24,other,1257,3,0,1
1041,2017-01-01,RA4,1,3812,162,1578,0.96
1042,2016-12-01,RF4,1,21096,3929,4644,0.81
1043,2016-12-01,RF4,2,560,1,0,1
1044,2016-12-01,RF4,other,3383,13,0,1
1045,2016-12-01,R1H,1,29522,7298,6780,0.75
1046,2016-12-01,R1H,2,594,0,0,1
1047,2016-12-01,R1H,other,11112,116,0,0.99
1048,2016-12-01,AD913,other,4435,1,0,1
1049,2016-12-01,RYX,other,18545,273,0,0.99
1050,2016-12-01,RQM,1,16931,2675,3671,0.84
1051,2016-12-01,RQM,other,7679,131,0,0.98
1052,2016-12-01,RJ6,1,6551,1483,2190,0.77
1053,2016-12-01,RJ6,other,3826,86,0,0.98
1054,2016-12-01,Y02696,other,1244,0,0,1
1055,2016-12-01,NX122,other,2777,0,0,1
1056,2016-12-01,RVR,1,12585,768,3414,0.94
1057,2016-12-01,RVR,2,383,0,1,1
1058,2016-12-01,RJ1,1,12254,1716,3216,0.86
1059,2016-12-01,RJ1,2,671,0,0,1
1060,2016-12-01,RJ1,other,2621,6,0,1
1061,2016-12-01,Y03082,other,3690,0,0,1
1062,2016-12-01,RQX,1,10278,642,1733,0.94
1063,2016-12-01,RY9,other,4668,0,0,1
1064,2016-12-01,RYJ,1,9996,3530,3274,0.65
1065,2016-12-01,RYJ,2,3472,14,13,1
1066,2016-12-01,RYJ,other,10846,217,0,0.98
1067,2016-12-01,RJZ,1,17326,5682,4487,0.67
1068,2016-12-01,RJZ,2,1914,3,0,1
1069,2016-12-01,RJZ,other,5066,275,0,0.95
1070,2016-12-01,RAX,1,9191,1417,1896,0.85
1071,2016-12-01,RAX,2,888,0,0,1
1072,2016-12-01,RJ2,1,18393,4254,5098,0.77
1073,2016-12-01,RJ2,other,5750,289,0,0.95
